supply_id,sourcing_partner_id,pincode,status,created_at,first_call_at,activated_at,last_week_cac,activation_time
230,98,4,first call,2022-04-28 19:00:05.431835,2022-05-04 19:00:05.431835,2022-05-10 19:00:05.431835,11,12
231,99,1,activated,2022-11-29 19:00:05.431835,2022-12-03 19:00:05.431835,2022-12-09 19:00:05.431835,87,10
232,97,2,first call,2022-04-04 19:00:05.431835,2022-04-05 19:00:05.431835,2022-04-10 19:00:05.431835,74,6
233,96,4,first call,2022-07-27 19:00:05.431835,2022-07-31 19:00:05.431835,2022-08-02 19:00:05.431835,19,6
234,97,2,activated,2022-03-30 19:00:05.431835,2022-04-04 19:00:05.431835,2022-04-06 19:00:05.431835,14,7
235,97,4,created,2022-06-17 19:00:05.431835,2022-06-24 19:00:05.431835,2022-06-26 19:00:05.431835,88,9
236,98,1,activated,2022-04-11 19:00:05.431835,2022-04-14 19:00:05.431835,2022-04-20 19:00:05.431835,68,9
237,99,2,created,2022-11-19 19:00:05.431835,2022-11-20 19:00:05.431835,2022-11-24 19:00:05.431835,40,5
238,96,4,created,2023-02-04 19:00:05.431835,2023-02-11 19:00:05.431835,2023-02-12 19:00:05.431835,51,8
239,99,3,first call,2023-01-10 19:00:05.431835,2023-01-17 19:00:05.431835,2023-01-20 19:00:05.431835,85,10
240,97,2,created,2022-10-23 19:00:05.431835,2022-10-28 19:00:05.431835,2022-11-04 19:00:05.431835,64,12
241,97,3,created,2022-10-09 19:00:05.431835,2022-10-11 19:00:05.431835,2022-10-18 19:00:05.431835,98,9
242,98,3,created,2022-12-10 19:00:05.431835,2022-12-14 19:00:05.431835,2022-12-21 19:00:05.431835,49,11
243,99,1,first call,2022-05-19 19:00:05.431835,2022-05-21 19:00:05.431835,2022-05-24 19:00:05.431835,61,5
244,97,4,first call,2022-10-20 19:00:05.431835,2022-10-21 19:00:05.431835,2022-10-23 19:00:05.431835,98,3
245,99,2,activated,2023-01-26 19:00:05.431835,2023-01-27 19:00:05.431835,2023-02-03 19:00:05.431835,59,8
246,99,4,activated,2023-02-20 19:00:05.431835,2023-02-22 19:00:05.431835,2023-02-27 19:00:05.431835,98,7
247,99,1,first call,2023-01-21 19:00:05.431835,2023-01-26 19:00:05.431835,2023-01-27 19:00:05.431835,17,6
248,97,1,first call,2023-02-01 19:00:05.431835,2023-02-08 19:00:05.431835,2023-02-09 19:00:05.431835,65,8
249,97,1,activated,2023-01-31 19:00:05.431835,2023-02-02 19:00:05.431835,2023-02-07 19:00:05.431835,73,7
250,97,2,created,2022-05-21 19:00:05.431835,2022-05-25 19:00:05.431835,2022-05-26 19:00:05.431835,66,5
251,97,1,activated,2022-06-12 19:00:05.431835,2022-06-14 19:00:05.431835,2022-06-16 19:00:05.431835,24,4
252,99,3,first call,2022-07-02 19:00:05.431835,2022-07-07 19:00:05.431835,2022-07-09 19:00:05.431835,44,7
253,97,4,first call,2022-10-06 19:00:05.431835,2022-10-11 19:00:05.431835,2022-10-16 19:00:05.431835,98,10
254,99,2,activated,2023-01-28 19:00:05.431835,2023-02-04 19:00:05.431835,2023-02-06 19:00:05.431835,59,9
255,96,2,activated,2022-08-13 19:00:05.431835,2022-08-18 19:00:05.431835,2022-08-25 19:00:05.431835,21,12
256,98,3,created,2023-01-22 19:00:05.431835,2023-01-28 19:00:05.431835,2023-02-01 19:00:05.431835,88,10
257,97,4,first call,2022-11-26 19:00:05.431835,2022-12-02 19:00:05.431835,2022-12-08 19:00:05.431835,98,12
258,97,1,created,2023-02-19 19:00:05.431835,2023-02-23 19:00:05.431835,2023-02-27 19:00:05.431835,65,8
259,98,3,first call,2023-02-12 19:00:05.431835,2023-02-15 19:00:05.431835,2023-02-16 19:00:05.431835,80,4
260,99,2,first call,2023-01-13 19:00:05.431835,2023-01-14 19:00:05.431835,2023-01-15 19:00:05.431835,59,2
261,97,1,created,2022-10-03 19:00:05.431835,2022-10-04 19:00:05.431835,2022-10-07 19:00:05.431835,79,4
262,99,1,first call,2022-04-22 19:00:05.431835,2022-04-29 19:00:05.431835,2022-05-03 19:00:05.431835,82,11
263,96,4,first call,2022-09-17 19:00:05.431835,2022-09-18 19:00:05.431835,2022-09-25 19:00:05.431835,43,8
264,97,2,activated,2022-05-06 19:00:05.431835,2022-05-10 19:00:05.431835,2022-05-11 19:00:05.431835,66,5
265,97,1,first call,2022-08-10 19:00:05.431835,2022-08-12 19:00:05.431835,2022-08-13 19:00:05.431835,30,3
266,96,4,first call,2022-07-28 19:00:05.431835,2022-08-02 19:00:05.431835,2022-08-03 19:00:05.431835,19,6
267,96,3,created,2022-11-09 19:00:05.431835,2022-11-15 19:00:05.431835,2022-11-18 19:00:05.431835,75,9
268,97,3,first call,2023-02-23 19:00:05.431835,2023-02-26 19:00:05.431835,2023-03-01 19:00:05.431835,80,6
269,96,1,activated,2022-09-05 19:00:05.431835,2022-09-10 19:00:05.431835,2022-09-17 19:00:05.431835,73,12
270,97,3,created,2022-09-14 19:00:05.431835,2022-09-20 19:00:05.431835,2022-09-27 19:00:05.431835,73,13
271,98,4,first call,2022-11-05 19:00:05.431835,2022-11-11 19:00:05.431835,2022-11-12 19:00:05.431835,69,7
272,99,4,first call,2022-11-25 19:00:05.431835,2022-11-27 19:00:05.431835,2022-12-04 19:00:05.431835,85,9
273,97,3,created,2022-07-17 19:00:05.431835,2022-07-20 19:00:05.431835,2022-07-22 19:00:05.431835,51,5
274,98,4,created,2022-12-31 19:00:05.431835,2023-01-05 19:00:05.431835,2023-01-12 19:00:05.431835,77,12
275,98,3,first call,2022-10-28 19:00:05.431835,2022-11-04 19:00:05.431835,2022-11-06 19:00:05.431835,89,9
276,99,2,activated,2022-12-12 19:00:05.431835,2022-12-16 19:00:05.431835,2022-12-21 19:00:05.431835,80,9
277,98,1,first call,2022-12-30 19:00:05.431835,2022-12-31 19:00:05.431835,2023-01-02 19:00:05.431835,59,3
278,96,2,first call,2022-12-27 19:00:05.431835,2023-01-03 19:00:05.431835,2023-01-10 19:00:05.431835,35,14
279,98,1,first call,2022-06-12 19:00:05.431835,2022-06-18 19:00:05.431835,2022-06-21 19:00:05.431835,55,9
280,98,3,activated,2022-08-04 19:00:05.431835,2022-08-09 19:00:05.431835,2022-08-10 19:00:05.431835,54,6
281,96,3,created,2023-03-01 19:00:05.431835,2023-03-02 19:00:05.431835,2023-03-08 19:00:05.431835,49,7
282,98,2,created,2022-07-25 19:00:05.431835,2022-07-27 19:00:05.431835,2022-08-01 19:00:05.431835,72,7
283,97,3,created,2022-12-18 19:00:05.431835,2022-12-24 19:00:05.431835,2022-12-31 19:00:05.431835,23,13
284,96,1,activated,2022-06-27 19:00:05.431835,2022-06-28 19:00:05.431835,2022-07-04 19:00:05.431835,90,7
285,96,3,created,2022-07-22 19:00:05.431835,2022-07-27 19:00:05.431835,2022-08-03 19:00:05.431835,28,12
286,96,3,created,2022-04-18 19:00:05.431835,2022-04-21 19:00:05.431835,2022-04-24 19:00:05.431835,27,6
287,99,2,first call,2022-12-27 19:00:05.431835,2022-12-28 19:00:05.431835,2022-12-29 19:00:05.431835,80,2
288,96,3,first call,2023-03-20 19:00:05.431835,2023-03-23 19:00:05.431835,2023-03-24 19:00:05.431835,49,4
289,97,1,first call,2023-03-16 19:00:05.431835,2023-03-22 19:00:05.431835,2023-03-29 19:00:05.431835,33,13
290,99,1,activated,2022-04-11 19:00:05.431835,2022-04-14 19:00:05.431835,2022-04-18 19:00:05.431835,82,7
291,97,2,first call,2022-06-24 19:00:05.431835,2022-06-30 19:00:05.431835,2022-07-03 19:00:05.431835,94,9
292,97,3,first call,2022-08-22 19:00:05.431835,2022-08-24 19:00:05.431835,2022-08-30 19:00:05.431835,61,8
293,98,1,created,2022-09-15 19:00:05.431835,2022-09-17 19:00:05.431835,2022-09-19 19:00:05.431835,31,4
294,99,4,activated,2022-09-25 19:00:05.431835,2022-09-29 19:00:05.431835,2022-10-05 19:00:05.431835,55,10
295,99,2,activated,2022-08-27 19:00:05.431835,2022-09-01 19:00:05.431835,2022-09-03 19:00:05.431835,20,7
296,99,2,first call,2023-03-08 19:00:05.431835,2023-03-11 19:00:05.431835,2023-03-13 19:00:05.431835,49,5
297,96,2,first call,2022-12-13 19:00:05.431835,2022-12-15 19:00:05.431835,2022-12-18 19:00:05.431835,35,5
298,98,2,created,2023-01-19 19:00:05.431835,2023-01-24 19:00:05.431835,2023-01-27 19:00:05.431835,31,8
299,97,2,created,2022-09-03 19:00:05.431835,2022-09-08 19:00:05.431835,2022-09-11 19:00:05.431835,28,8
300,98,2,first call,2022-06-16 19:00:05.431835,2022-06-17 19:00:05.431835,2022-06-20 19:00:05.431835,22,4
301,98,2,created,2022-12-25 19:00:05.431835,2022-12-30 19:00:05.431835,2023-01-01 19:00:05.431835,72,7
302,97,3,first call,2023-03-23 19:00:05.431835,2023-03-26 19:00:05.431835,2023-03-28 19:00:05.431835,55,5
303,96,3,created,2022-12-18 19:00:05.431835,2022-12-25 19:00:05.431835,2022-12-26 19:00:05.431835,46,8
304,99,2,activated,2023-01-12 19:00:05.431835,2023-01-14 19:00:05.431835,2023-01-19 19:00:05.431835,59,7
305,97,1,activated,2022-05-28 19:00:05.431835,2022-06-02 19:00:05.431835,2022-06-07 19:00:05.431835,49,10
306,97,2,first call,2022-12-08 19:00:05.431835,2022-12-13 19:00:05.431835,2022-12-16 19:00:05.431835,94,8
307,99,1,first call,2022-06-08 19:00:05.431835,2022-06-14 19:00:05.431835,2022-06-16 19:00:05.431835,31,8
308,98,3,created,2022-04-21 19:00:05.431835,2022-04-24 19:00:05.431835,2022-04-28 19:00:05.431835,54,7
309,96,2,first call,2022-07-30 19:00:05.431835,2022-08-03 19:00:05.431835,2022-08-08 19:00:05.431835,21,9
310,98,2,first call,2022-09-03 19:00:05.431835,2022-09-04 19:00:05.431835,2022-09-07 19:00:05.431835,12,4
311,98,4,activated,2022-04-02 19:00:05.431835,2022-04-04 19:00:05.431835,2022-04-06 19:00:05.431835,11,4
312,98,3,created,2022-07-11 19:00:05.431835,2022-07-16 19:00:05.431835,2022-07-23 19:00:05.431835,25,12
313,97,2,activated,2023-02-13 19:00:05.431835,2023-02-19 19:00:05.431835,2023-02-24 19:00:05.431835,97,11
314,98,1,created,2022-12-18 19:00:05.431835,2022-12-22 19:00:05.431835,2022-12-27 19:00:05.431835,59,9
315,97,1,activated,2023-03-05 19:00:05.431835,2023-03-07 19:00:05.431835,2023-03-08 19:00:05.431835,33,3
316,97,1,activated,2022-11-02 19:00:05.431835,2022-11-09 19:00:05.431835,2022-11-16 19:00:05.431835,33,14
317,96,1,first call,2022-11-03 19:00:05.431835,2022-11-09 19:00:05.431835,2022-11-13 19:00:05.431835,87,10
318,99,2,first call,2022-04-05 19:00:05.431835,2022-04-08 19:00:05.431835,2022-04-14 19:00:05.431835,47,9
319,96,2,created,2022-10-29 19:00:05.431835,2022-11-03 19:00:05.431835,2022-11-04 19:00:05.431835,88,6
320,99,1,first call,2022-08-27 19:00:05.431835,2022-08-31 19:00:05.431835,2022-09-06 19:00:05.431835,38,10
321,98,3,activated,2022-07-16 19:00:05.431835,2022-07-18 19:00:05.431835,2022-07-22 19:00:05.431835,25,6
322,96,2,first call,2022-09-15 19:00:05.431835,2022-09-19 19:00:05.431835,2022-09-21 19:00:05.431835,17,6
323,96,4,created,2022-10-31 19:00:05.431835,2022-11-04 19:00:05.431835,2022-11-05 19:00:05.431835,15,5
324,97,4,first call,2023-03-13 19:00:05.431835,2023-03-17 19:00:05.431835,2023-03-18 19:00:05.431835,91,5
325,98,4,created,2023-02-02 19:00:05.431835,2023-02-09 19:00:05.431835,2023-02-15 19:00:05.431835,16,13
326,96,1,created,2022-12-18 19:00:05.431835,2022-12-21 19:00:05.431835,2022-12-25 19:00:05.431835,68,7
327,98,1,created,2023-01-29 19:00:05.431835,2023-01-30 19:00:05.431835,2023-02-02 19:00:05.431835,91,4
328,99,2,first call,2022-05-31 19:00:05.431835,2022-06-04 19:00:05.431835,2022-06-07 19:00:05.431835,61,7
329,99,1,first call,2022-11-11 19:00:05.431835,2022-11-16 19:00:05.431835,2022-11-22 19:00:05.431835,87,11
330,96,3,created,2022-12-20 19:00:05.431835,2022-12-22 19:00:05.431835,2022-12-26 19:00:05.431835,46,6
331,98,1,activated,2022-05-20 19:00:05.431835,2022-05-23 19:00:05.431835,2022-05-26 19:00:05.431835,75,6
332,99,2,activated,2022-07-05 19:00:05.431835,2022-07-08 19:00:05.431835,2022-07-13 19:00:05.431835,95,8
333,98,4,created,2022-04-22 19:00:05.431835,2022-04-26 19:00:05.431835,2022-05-03 19:00:05.431835,11,11
334,98,4,activated,2023-01-31 19:00:05.431835,2023-02-02 19:00:05.431835,2023-02-09 19:00:05.431835,48,9
335,97,4,activated,2022-08-06 19:00:05.431835,2022-08-11 19:00:05.431835,2022-08-15 19:00:05.431835,51,9
336,96,2,created,2022-08-27 19:00:05.431835,2022-08-30 19:00:05.431835,2022-09-05 19:00:05.431835,21,9
337,97,2,activated,2023-02-05 19:00:05.431835,2023-02-08 19:00:05.431835,2023-02-09 19:00:05.431835,97,4
338,97,2,activated,2022-06-07 19:00:05.431835,2022-06-08 19:00:05.431835,2022-06-10 19:00:05.431835,94,3
339,99,1,created,2023-01-11 19:00:05.431835,2023-01-13 19:00:05.431835,2023-01-14 19:00:05.431835,17,3
340,96,4,first call,2022-05-02 19:00:05.431835,2022-05-04 19:00:05.431835,2022-05-10 19:00:05.431835,34,8
341,99,4,first call,2022-11-26 19:00:05.431835,2022-12-02 19:00:05.431835,2022-12-06 19:00:05.431835,85,10
342,99,1,created,2023-01-27 19:00:05.431835,2023-01-31 19:00:05.431835,2023-02-01 19:00:05.431835,17,5
343,97,1,created,2023-02-26 19:00:05.431835,2023-03-02 19:00:05.431835,2023-03-08 19:00:05.431835,65,10
344,98,3,activated,2023-01-30 19:00:05.431835,2023-01-31 19:00:05.431835,2023-02-07 19:00:05.431835,88,8
345,97,4,activated,2022-08-28 19:00:05.431835,2022-09-04 19:00:05.431835,2022-09-10 19:00:05.431835,51,13
346,97,3,created,2023-01-02 19:00:05.431835,2023-01-06 19:00:05.431835,2023-01-12 19:00:05.431835,91,10
347,99,1,created,2022-04-17 19:00:05.431835,2022-04-20 19:00:05.431835,2022-04-27 19:00:05.431835,82,10
348,99,4,activated,2022-10-11 19:00:05.431835,2022-10-16 19:00:05.431835,2022-10-19 19:00:05.431835,93,8
349,99,2,created,2022-06-19 19:00:05.431835,2022-06-25 19:00:05.431835,2022-06-26 19:00:05.431835,13,7
350,98,3,first call,2022-07-11 19:00:05.431835,2022-07-14 19:00:05.431835,2022-07-19 19:00:05.431835,25,8
351,98,1,created,2022-06-15 19:00:05.431835,2022-06-21 19:00:05.431835,2022-06-22 19:00:05.431835,55,7
352,97,2,first call,2022-08-17 19:00:05.431835,2022-08-18 19:00:05.431835,2022-08-19 19:00:05.431835,77,2
353,97,1,activated,2022-07-10 19:00:05.431835,2022-07-17 19:00:05.431835,2022-07-18 19:00:05.431835,11,8
354,97,3,created,2022-12-08 19:00:05.431835,2022-12-15 19:00:05.431835,2022-12-20 19:00:05.431835,23,12
355,96,1,first call,2023-03-17 19:00:05.431835,2023-03-24 19:00:05.431835,2023-03-29 19:00:05.431835,83,12
356,97,2,activated,2022-04-10 19:00:05.431835,2022-04-15 19:00:05.431835,2022-04-17 19:00:05.431835,74,7
357,96,4,first call,2022-08-01 19:00:05.431835,2022-08-04 19:00:05.431835,2022-08-05 19:00:05.431835,96,4
358,97,1,created,2022-10-16 19:00:05.431835,2022-10-20 19:00:05.431835,2022-10-25 19:00:05.431835,79,9
359,98,2,first call,2022-05-27 19:00:05.431835,2022-06-02 19:00:05.431835,2022-06-05 19:00:05.431835,96,9
360,99,3,created,2023-01-15 19:00:05.431835,2023-01-20 19:00:05.431835,2023-01-22 19:00:05.431835,85,7
361,96,3,created,2023-01-14 19:00:05.431835,2023-01-16 19:00:05.431835,2023-01-18 19:00:05.431835,10,4
362,99,4,activated,2022-06-06 19:00:05.431835,2022-06-10 19:00:05.431835,2022-06-11 19:00:05.431835,28,5
363,99,4,created,2022-04-29 19:00:05.431835,2022-04-30 19:00:05.431835,2022-05-02 19:00:05.431835,81,3
364,96,1,activated,2022-11-25 19:00:05.431835,2022-11-27 19:00:05.431835,2022-11-29 19:00:05.431835,87,4
365,98,3,created,2023-03-26 19:00:05.431835,2023-03-30 19:00:05.431835,2023-04-06 19:00:05.431835,64,11
366,96,4,created,2022-09-22 19:00:05.431835,2022-09-26 19:00:05.431835,2022-10-03 19:00:05.431835,43,11
367,97,3,activated,2022-06-02 19:00:05.431835,2022-06-03 19:00:05.431835,2022-06-06 19:00:05.431835,48,4
368,99,3,first call,2022-07-06 19:00:05.431835,2022-07-07 19:00:05.431835,2022-07-13 19:00:05.431835,44,7
369,97,3,activated,2022-05-03 19:00:05.431835,2022-05-10 19:00:05.431835,2022-05-11 19:00:05.431835,91,8
370,96,4,activated,2022-05-29 19:00:05.431835,2022-06-02 19:00:05.431835,2022-06-04 19:00:05.431835,34,6
371,97,3,first call,2023-02-12 19:00:05.431835,2023-02-18 19:00:05.431835,2023-02-22 19:00:05.431835,80,10
372,99,2,first call,2023-02-12 19:00:05.431835,2023-02-16 19:00:05.431835,2023-02-19 19:00:05.431835,61,7
373,96,1,activated,2022-11-08 19:00:05.431835,2022-11-10 19:00:05.431835,2022-11-16 19:00:05.431835,87,8
374,96,3,created,2022-09-12 19:00:05.431835,2022-09-18 19:00:05.431835,2022-09-25 19:00:05.431835,34,13
375,99,4,activated,2022-07-08 19:00:05.431835,2022-07-15 19:00:05.431835,2022-07-21 19:00:05.431835,45,13
376,98,4,first call,2022-05-20 19:00:05.431835,2022-05-27 19:00:05.431835,2022-06-03 19:00:05.431835,54,14
377,97,3,first call,2022-06-25 19:00:05.431835,2022-06-26 19:00:05.431835,2022-07-02 19:00:05.431835,48,7
378,99,1,activated,2023-02-09 19:00:05.431835,2023-02-15 19:00:05.431835,2023-02-20 19:00:05.431835,26,11
379,99,3,first call,2022-10-06 19:00:05.431835,2022-10-09 19:00:05.431835,2022-10-11 19:00:05.431835,93,5
380,96,1,activated,2022-11-28 19:00:05.431835,2022-12-05 19:00:05.431835,2022-12-11 19:00:05.431835,87,13
381,97,3,created,2022-06-10 19:00:05.431835,2022-06-13 19:00:05.431835,2022-06-15 19:00:05.431835,48,5
382,98,4,activated,2023-01-27 19:00:05.431835,2023-01-31 19:00:05.431835,2023-02-02 19:00:05.431835,48,6
383,99,2,activated,2022-09-07 19:00:05.431835,2022-09-11 19:00:05.431835,2022-09-12 19:00:05.431835,63,5
384,97,3,created,2023-03-26 19:00:05.431835,2023-04-02 19:00:05.431835,2023-04-03 19:00:05.431835,55,8
385,96,3,first call,2022-05-20 19:00:05.431835,2022-05-23 19:00:05.431835,2022-05-27 19:00:05.431835,51,7
386,96,2,activated,2022-12-31 19:00:05.431835,2023-01-02 19:00:05.431835,2023-01-08 19:00:05.431835,35,8
387,96,3,activated,2023-01-01 19:00:05.431835,2023-01-06 19:00:05.431835,2023-01-10 19:00:05.431835,10,9
388,96,2,first call,2023-02-28 19:00:05.431835,2023-03-06 19:00:05.431835,2023-03-08 19:00:05.431835,25,8
389,97,1,created,2022-07-20 19:00:05.431835,2022-07-21 19:00:05.431835,2022-07-24 19:00:05.431835,11,4
390,98,1,first call,2022-05-12 19:00:05.431835,2022-05-19 19:00:05.431835,2022-05-25 19:00:05.431835,75,13
391,99,1,first call,2022-06-08 19:00:05.431835,2022-06-10 19:00:05.431835,2022-06-17 19:00:05.431835,31,9
392,96,3,first call,2023-03-16 19:00:05.431835,2023-03-23 19:00:05.431835,2023-03-30 19:00:05.431835,49,14
393,98,3,created,2022-04-12 19:00:05.431835,2022-04-18 19:00:05.431835,2022-04-25 19:00:05.431835,54,13
394,98,3,first call,2022-10-19 19:00:05.431835,2022-10-21 19:00:05.431835,2022-10-28 19:00:05.431835,89,9
395,98,2,created,2022-05-22 19:00:05.431835,2022-05-23 19:00:05.431835,2022-05-25 19:00:05.431835,96,3
396,97,2,activated,2023-01-22 19:00:05.431835,2023-01-28 19:00:05.431835,2023-02-03 19:00:05.431835,80,12
397,97,2,first call,2022-12-20 19:00:05.431835,2022-12-22 19:00:05.431835,2022-12-29 19:00:05.431835,94,9
398,99,4,activated,2022-07-12 19:00:05.431835,2022-07-13 19:00:05.431835,2022-07-18 19:00:05.431835,45,6
399,96,3,first call,2022-05-28 19:00:05.431835,2022-06-03 19:00:05.431835,2022-06-07 19:00:05.431835,51,10
400,96,3,created,2022-12-13 19:00:05.431835,2022-12-15 19:00:05.431835,2022-12-16 19:00:05.431835,46,3
401,99,1,first call,2022-11-22 19:00:05.431835,2022-11-24 19:00:05.431835,2022-11-27 19:00:05.431835,87,5
402,96,3,created,2023-01-20 19:00:05.431835,2023-01-25 19:00:05.431835,2023-02-01 19:00:05.431835,10,12
403,98,1,created,2023-01-22 19:00:05.431835,2023-01-23 19:00:05.431835,2023-01-25 19:00:05.431835,91,3
404,98,4,created,2022-05-02 19:00:05.431835,2022-05-09 19:00:05.431835,2022-05-15 19:00:05.431835,54,13
405,98,4,first call,2022-07-07 19:00:05.431835,2022-07-10 19:00:05.431835,2022-07-14 19:00:05.431835,37,7
406,98,1,first call,2022-08-04 19:00:05.431835,2022-08-10 19:00:05.431835,2022-08-16 19:00:05.431835,97,12
407,99,2,activated,2022-04-10 19:00:05.431835,2022-04-15 19:00:05.431835,2022-04-17 19:00:05.431835,47,7
408,97,3,created,2022-07-16 19:00:05.431835,2022-07-20 19:00:05.431835,2022-07-27 19:00:05.431835,51,11
409,99,3,created,2022-11-25 19:00:05.431835,2022-11-28 19:00:05.431835,2022-12-02 19:00:05.431835,19,7
410,99,4,first call,2022-08-02 19:00:05.431835,2022-08-03 19:00:05.431835,2022-08-05 19:00:05.431835,45,3
411,96,3,activated,2023-03-12 19:00:05.431835,2023-03-16 19:00:05.431835,2023-03-23 19:00:05.431835,49,11
412,96,3,created,2022-09-14 19:00:05.431835,2022-09-17 19:00:05.431835,2022-09-19 19:00:05.431835,34,5
413,97,3,created,2022-09-19 19:00:05.431835,2022-09-26 19:00:05.431835,2022-10-03 19:00:05.431835,73,14
414,98,1,first call,2022-12-12 19:00:05.431835,2022-12-16 19:00:05.431835,2022-12-17 19:00:05.431835,59,5
415,98,2,created,2023-01-20 19:00:05.431835,2023-01-21 19:00:05.431835,2023-01-22 19:00:05.431835,31,2
416,97,3,activated,2022-05-05 19:00:05.431835,2022-05-07 19:00:05.431835,2022-05-08 19:00:05.431835,91,3
417,96,2,created,2022-09-17 19:00:05.431835,2022-09-23 19:00:05.431835,2022-09-30 19:00:05.431835,17,13
418,96,2,first call,2023-03-07 19:00:05.431835,2023-03-12 19:00:05.431835,2023-03-16 19:00:05.431835,51,9
419,98,1,created,2022-07-07 19:00:05.431835,2022-07-11 19:00:05.431835,2022-07-14 19:00:05.431835,79,7
420,96,2,activated,2023-03-02 19:00:05.431835,2023-03-07 19:00:05.431835,2023-03-10 19:00:05.431835,51,8
421,98,2,activated,2022-04-26 19:00:05.431835,2022-05-02 19:00:05.431835,2022-05-07 19:00:05.431835,39,11
422,97,1,created,2022-11-22 19:00:05.431835,2022-11-28 19:00:05.431835,2022-12-03 19:00:05.431835,33,11
423,97,4,created,2023-01-12 19:00:05.431835,2023-01-18 19:00:05.431835,2023-01-21 19:00:05.431835,30,9
424,97,3,activated,2022-06-14 19:00:05.431835,2022-06-21 19:00:05.431835,2022-06-24 19:00:05.431835,48,10
425,99,4,created,2023-01-04 19:00:05.431835,2023-01-07 19:00:05.431835,2023-01-14 19:00:05.431835,20,10
426,98,4,created,2022-04-15 19:00:05.431835,2022-04-19 19:00:05.431835,2022-04-24 19:00:05.431835,11,9
427,98,3,first call,2022-07-17 19:00:05.431835,2022-07-23 19:00:05.431835,2022-07-27 19:00:05.431835,25,10
428,98,1,first call,2022-08-06 19:00:05.431835,2022-08-11 19:00:05.431835,2022-08-13 19:00:05.431835,97,7
429,96,1,first call,2022-12-08 19:00:05.431835,2022-12-13 19:00:05.431835,2022-12-15 19:00:05.431835,68,7
430,97,1,activated,2022-04-12 19:00:05.431835,2022-04-14 19:00:05.431835,2022-04-19 19:00:05.431835,87,7
431,96,4,first call,2022-08-05 19:00:05.431835,2022-08-11 19:00:05.431835,2022-08-12 19:00:05.431835,96,7
432,96,4,created,2022-06-01 19:00:05.431835,2022-06-08 19:00:05.431835,2022-06-12 19:00:05.431835,69,11
433,98,3,first call,2022-10-29 19:00:05.431835,2022-11-03 19:00:05.431835,2022-11-06 19:00:05.431835,89,8
434,96,4,activated,2022-12-04 19:00:05.431835,2022-12-11 19:00:05.431835,2022-12-15 19:00:05.431835,80,11
435,96,2,created,2022-06-20 19:00:05.431835,2022-06-21 19:00:05.431835,2022-06-27 19:00:05.431835,61,7
436,98,4,activated,2022-12-11 19:00:05.431835,2022-12-14 19:00:05.431835,2022-12-21 19:00:05.431835,77,10
437,98,4,created,2023-03-19 19:00:05.431835,2023-03-23 19:00:05.431835,2023-03-27 19:00:05.431835,52,8
438,99,4,first call,2022-06-28 19:00:05.431835,2022-07-02 19:00:05.431835,2022-07-09 19:00:05.431835,28,11
439,98,3,activated,2022-04-14 19:00:05.431835,2022-04-15 19:00:05.431835,2022-04-20 19:00:05.431835,54,6
440,97,3,created,2022-04-03 19:00:05.431835,2022-04-05 19:00:05.431835,2022-04-10 19:00:05.431835,92,7
441,98,3,activated,2022-04-30 19:00:05.431835,2022-05-06 19:00:05.431835,2022-05-09 19:00:05.431835,54,9
442,99,2,created,2022-08-09 19:00:05.431835,2022-08-10 19:00:05.431835,2022-08-15 19:00:05.431835,20,6
443,99,3,first call,2022-06-20 19:00:05.431835,2022-06-22 19:00:05.431835,2022-06-23 19:00:05.431835,42,3
444,96,2,created,2022-07-23 19:00:05.431835,2022-07-26 19:00:05.431835,2022-08-01 19:00:05.431835,21,9
445,97,2,first call,2022-07-10 19:00:05.431835,2022-07-11 19:00:05.431835,2022-07-14 19:00:05.431835,44,4
446,97,4,created,2022-07-18 19:00:05.431835,2022-07-23 19:00:05.431835,2022-07-25 19:00:05.431835,86,7
447,99,3,first call,2022-10-05 19:00:05.431835,2022-10-12 19:00:05.431835,2022-10-16 19:00:05.431835,93,11
448,97,2,activated,2022-11-18 19:00:05.431835,2022-11-21 19:00:05.431835,2022-11-23 19:00:05.431835,14,5
449,96,3,first call,2023-02-14 19:00:05.431835,2023-02-16 19:00:05.431835,2023-02-18 19:00:05.431835,91,4
450,96,4,created,2022-12-16 19:00:05.431835,2022-12-19 19:00:05.431835,2022-12-22 19:00:05.431835,80,6
451,96,4,activated,2023-01-04 19:00:05.431835,2023-01-06 19:00:05.431835,2023-01-09 19:00:05.431835,94,5
452,96,4,created,2022-06-05 19:00:05.431835,2022-06-07 19:00:05.431835,2022-06-14 19:00:05.431835,69,9
453,96,3,first call,2022-09-15 19:00:05.431835,2022-09-19 19:00:05.431835,2022-09-24 19:00:05.431835,34,9
454,98,3,activated,2023-01-22 19:00:05.431835,2023-01-27 19:00:05.431835,2023-02-02 19:00:05.431835,88,11
455,97,4,created,2022-05-22 19:00:05.431835,2022-05-28 19:00:05.431835,2022-05-31 19:00:05.431835,70,9
456,97,3,created,2022-09-14 19:00:05.431835,2022-09-20 19:00:05.431835,2022-09-24 19:00:05.431835,73,10
457,96,1,first call,2022-07-08 19:00:05.431835,2022-07-10 19:00:05.431835,2022-07-14 19:00:05.431835,63,6
458,96,1,activated,2022-08-21 19:00:05.431835,2022-08-26 19:00:05.431835,2022-08-29 19:00:05.431835,27,8
459,97,3,activated,2023-03-08 19:00:05.431835,2023-03-15 19:00:05.431835,2023-03-19 19:00:05.431835,55,11
